DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
PER;BUN;8455,2;6602;28960729,3
PER;BUN;10000;12514,82;54898260,3
PER;BUN;18000;21240;93172658,4
PER;BUN;1000;1800;7417116,0
PER;BUN;3684,18;6946,6;29516103,4
PER;BUN;1672,4;3209,01;14076835,8
PER;BUN;131,83;2915,88;12790974,2
PER;BUN;117000;3711;15291620,8
PER;BUN;240,54;3998,33;16475598,6
PER;BUN;659,45;4051,08;17213038,9
PER;BUN;38,35;235,95;1002551,6
PER;BUN;2937,6;17457,18;73564032,8
PER;BUN;1502,18;7533,63;31746490,8
PER;BUN;564,07;4101,4;17283176,6
PER;BUN;179,04;726,9;3063134,8
PER;BUN;2727,07;15741,04;66332270,3
PER;BUN;13451,23;63553,66;267813216,6
PER;BUN;1682,2;13185,79;55564523,5
PER;BUN;7091,42;15572,6;65881597,3
PER;BUN;937;7046,43;29945284,0
PER;BUN;267442;14542,58;62387038,1
PER;BUN;288;2236,8;9505751,3
PER;BUN;10200;906027,06;3834279337,0
PER;BUN;61144,75;259890,05;1098656598,0
PER;BUN;1452;2540,16;10700424,0
PER;BUN;4817,59;10077,12;42449868,0
PER;BUN;4697,76;16258,13;69092337,6
PER;BUN;86,02;1494,77;6352339,0
PER;BUN;168,58;5731,04;24150430,6
PER;BUN;26,16;434,4;1836378,2
PER;BUN;1378,7;5009,5;21177110,2
PER;BUN;54462,6;60137,01;249865668,3
PER;BUN;18900;22606;96068944,3
PER;BUN;12375;63518,95;269937117,0
PER;BUN;789,75;9710,86;40921272,7
PER;BUN;762,51;7124,65;31059199,2
PER;BUN;3252,79;15566,81;67000964,0
PER;BUN;27200;1733,63;7557586,6
PER;BUN;4000;342,95;1495056,2
PER;BUN;704;8285;35118872,3
PER;BUN;2312;11693,5;49566992,5
PER;BUN;70;185,5;784180,8
PER;BUN;538;4481,54;18945217,4
PER;BUN;300;2765;11750448,2
PER;BUN;200;738;3119813,8
PER;BUN;2305,2;5418,35;22905478,6
PER;BUN;611,27;666,4;2817132,7
PER;BUN;308;6461,84;27460946,1
PER;BUN;1728;9499,93;40371947,5
PER;BUN;10;17046,2;74311204,3
PER;BUN;24;1124,02;4776759,0
PER;BUN;192;3523,52;14973938,2
PER;BUN;381,29;6337,78;26792267,8
PER;BUN;7;7;30706,6
PER;BUN;4;0,98;4129,7
PER;BUN;18;69,42;292533,8
PER;BUN;7255,39;61860,3;256190102,2
PER;BUN;1280,51;6926,71;28686484,6
PER;BUN;50720,23;139985,64;593033734,4
PER;BUN;11976;48454,68;205918338,1
PER;BUN;24192;63294,04;267188827,5
PER;BUN;4490,28;20068,34;84716289,8
PER;BUN;150,4;1000,45;4143293,6
PER;BUN;204888,8;256041,66;1092365814,0
PER;BUN;96310;83435,3;354648782,6
PER;BUN;3200;5349,31;22745747,6
PER;BUN;1300;2185,79;9294175,8
PER;BUN;21875;54437,65;231398222,2
PER;BUN;50;3148,4;13309514,7
PER;BUN;50;2718,2;11490891,5
PER;BUN;7573;294766;1252460734,0
PER;BUN;20000;95000;385107200,0
PER;BUN;97500;7800;32973642,0
PER;BUN;68688,37;334214,9;1410997338,0
PER;BUN;420;2790;11309990,4
PER;BUN;2230,44;8137,8;34401654,3
PER;BUN;18670,75;40285,44;170302266,2
PER;BUN;53424;20479,2;86808256,9
PER;BUN;78000;14823,12;62320695,2
PER;BUN;3205;22344,14;90577781,0
PER;BUN;20330;30678,92;124364978,7
PER;BUN;15753,53;26429,76;112031788,2
PER;BUN;586;4064,3;16475696,8
PER;BUN;36;89,31;376349,7
PER;BUN;2980;11261,44;47594718,8
PER;BUN;190705,9;225047,58;950080125,4
PER;BUN;16773,39;63835,2;270587837,5
PER;BUN;6504;33062,68;145034735,8
PER;BUN;600;2880;12246019,2
PER;BUN;7000;7441;31541282,9
PER;BUN;3701,4;5873,15;24973162,4
PER;BUN;14400;24126,85;102589537,6
PER;BUN;11000;12650;53621452,5
PER;BUN;388;3232,04;13663093,6
PER;BUN;25000;9835;41517370,7
PER;BUN;228;2745;11587715,6
PER;BUN;196,2;1205,28;5079013,8
PER;BUN;11510;47814,96;209747972,4
PER;BUN;2000;17420;72143710,6
PER;BUN;62;10;40537,6
PER;BUN;48492;62140,28;262318356,6
PER;BUN;3619,04;7240,72;30565903,0
PER;BUN;2370;13621,07;57737672,6
PER;BUN;37818;71049,96;301170122,9
PER;BUN;2444;14058,18;59590516,3
PER;BUN;24274,49;46887,36;190401598,1
PER;BUN;26100;89436;379105788,6
PER;BUN;14130;47665,2;202045633,0
PER;BUN;78000;17144,4;72672539,9
PER;BUN;486;3674,8;15142454,4
PER;BUN;120;2669,49;11091570,8
PER;BUN;442,47;23324,98;98871091,5
PER;BUN;15000;3902,31;16079936,6
PER;BUN;504;372,96;1571642,3
PER;BUN;3720;1814,4;7690969,4
PER;BUN;1276;21533,96;90743461,4
PER;BUN;87192;67075,68;283555058,9
PER;BUN;20;1423,36;6033409,5
PER;BUN;24;1922,05;8147281,6
PER;BUN;116;5228,93;22164649,9
PER;BUN;4;134,81;571439,4
PER;BUN;731;12926,06;54791629,4
PER;BUN;110;8314,55;35244130,3
PER;BUN;158;9239,9;39166550,1
PER;BUN;51;2881,44;12213991,9
PER;BUN;130;20356,06;86286284,9
PER;BUN;537;4665,28;19775422,1
PER;BUN;1018;7200;29668464,0
PER;BUN;47325,17;95143,75;403300084,7
PER;BUN;11721,8;34761,53;147348911,4
PER;BUN;48843;46560;197360856,0
PER;BUN;30,36;577,5;2447935,9
PER;BUN;19;253,6;1074972,4
PER;BUN;93;2241,24;9500280,2
PER;BUN;23;206,63;875873,6
PER;BUN;23;59,41;251830,1
PER;BUN;21600;19789,2;83883450,4
PER;BUN;29;665,16;2819513,5
PER;BUN;25;2021,16;8567394,1
PER;BUN;3;16,44;69686,7
PER;BUN;10;104,92;444740,1
PER;BUN;192;1797,8;7620604,5
PER;BUN;743;11125,13;47157757,3
PER;BUN;58;3903,24;16545248,9
PER;BUN;32;1625,23;6889106,2
PER;BUN;488;16828,41;71333105,7
PER;BUN;78;3126,89;13254417,7
PER;BUN;11285,7;20385,48;86617904,5
PER;BUN;24,25;1278,58;5419708,8
PER;BUN;21589;7061,26;29931622,0
PER;BUN;95;175,75;744977,9
PER;BUN;50;673;2852746,1
PER;BUN;58;7398,24;31360029,6
PER;BUN;105;3838,39;16270359,5
PER;BUN;60;396,28;1679771,5
PER;BUN;2;2;8427,9
PER;BUN;8;8;33711,8
PER;BUN;38,25;51;216181,4
PER;BUN;0,01;0,01;42,4
PER;BUN;83,83;320;1356432,0
PER;BUN;2;2;8427,9
PER;BUN;4;4;16855,9
PER;BUN;2610;8943,6;37910578,9
PER;BUN;1413;4766,52;20204563,3
PER;BUN;25500;63520;278640643,2
PER;BUN;4914;8475,67;35857254,3
PER;BUN;7080;17527,11;74150366,8
PER;BUN;1738,8;10619,28;44926032,2
PER;BUN;6070;71021,66;311547875,1
PER;BUN;499,6;824,37;3616230,9
PER;BUN;16828;31212,06;136916695,0
PER;BUN;4141,35;6709,93;29434181,5
PER;BUN;49116;97439,88;427435624,0
PER;BUN;1080;914,4;4011161,9
PER;BUN;598240;75097,24;329426058,8
PER;BUN;52171,36;237384,85;1008648228,0
PER;BUN;10123,2;55327,2;233065830,0
PER;BUN;5646,62;22451,77;94578081,1
PER;BUN;13050;44718;196162661,9
PER;BUN;40;931,1;4084419,1
PER;BUN;180;840;3684794,4
PER;BUN;923;2584;11335129,4
PER;BUN;432;2016;8843506,6
PER;BUN;630;1940;8510120,4
PER;BUN;592;1921,04;8162499,0
PER;BUN;109677;122618,87;537887292,2
PER;BUN;26000;7202;31592725,3
PER;BUN;720;547,2;2400380,4
PER;BUN;19196,78;39632,73;173855311,4
PER;BUN;663,21;1869,08;8199018,5
PER;BUN;1,44;25,2;110543,8
PER;BUN;3,36;57,6;252671,6
PER;BUN;240;108;473759,3
PER;BUN;6530;100660,2;441562072,9
PER;BUN;384;712,64;3126109,4
PER;BUN;100;50;219333,0
PER;BUN;3606;31878,74;139841193,6
PER;BUN;16500;2295;10067384,7
PER;BUN;1059;11800,07;51762895,1
PER;BUN;206,72;1997,5;8487377,5
PER;BUN;5000;50;219333,0
PER;BUN;1305;4471,8;19616266,2
PER;BUN;1708,99;22125,37;93603811,6
PER;BUN;771,07;3325,7;14059030,9
PER;BUN;45,5;1357,81;5739992,4
PER;BUN;17;187,03;790648,8
PER;BUN;1;7212,58;30490388,6
PER;BUN;4;41389,7;174970403,9
PER;BUN;228;686,16;3009950,6
PER;BUN;156;1257,96;5518242,8
PER;BUN;864;4539,84;19914734,5
PER;BUN;36;194,4;852766,7
PER;BUN;96;630,36;2765175,0
PER;BUN;1000;480;2105596,8
PER;BUN;300;204;894878,6
PER;BUN;76;1245,8;5464901,0
PER;BUN;72;259,92;1140180,7
PER;BUN;2;10460;45884463,6
PER;BUN;360;460,8;2021372,9
PER;BUN;7560;77464;319199707,7
PER;BUN;211740;26122,44;107640648,7
PER;BUN;341,03;5580,5;22995119,9
PER;BUN;21975;32419;137771348,5
PER;BUN;571,68;2455,5;10771443,6
PER;BUN;1929,42;8287,3;36353567,4
PER;BUN;12220,58;52474,04;230185772,3
PER;BUN;550;3743,35;15174642,5
PER;BUN;90000;50932,62;206468617,7
PER;BUN;2609340;20750,3;86295729,3
PER;BUN;258060;18580,32;78269598,0
PER;BUN;284460;17868,01;75440346,3
PER;BUN;97;60,78;256618,6
PER;BUN;672;12901,34;53161519,6
PER;BUN;450000;369000;1520508780,0
PER;BUN;23159,36;119328,14;502604501,6
PER;BUN;226520;16455,01;67804843,3
PER;BUN;2736;2734,89;11570253,0
PER;BUN;223;376,85;1601235,7
PER;BUN;89;164,55;699173,0
PER;BUN;45;89,91;382027,6
PER;BUN;354,9;599,75;2548337,8
PER;BUN;3398;7311,01;31064481,5
PER;BUN;1583;2439,21;10364203,3
PER;BUN;394;971,36;4127308,6
PER;BUN;1064;1967,4;8359482,6
PER;BUN;835,4;1414,14;6008680,9
PER;BUN;90;152,1;646272,9
PER;BUN;268,8;498,34;2117446,7
PER;BUN;3102,1;6723,65;28568788,9
PER;BUN;814,1;9003,45;37099796,1
PER;BUN;3,53;119,29;506863,2
PER;BUN;4790,41;33137,15;140799750,4
PER;BUN;10,08;51;216699,0
PER;BUN;31,83;150,2;638199,8
PER;BUN;172,81;1162,92;4791951,4
PER;BUN;1316,97;6006,73;25522595,8
PER;BUN;109,77;930,24;3833165,5
PER;BUN;297,29;2067,58;8785147,4
PER;BUN;50;500;2060310,0
PER;BUN;22,61;78215,16;317065487,0
PER;BUN;95,6;247023,46;1011277630,0
PER;BUN;25;523,75;2227032,1
PER;BUN;6600;166164,1;684963733,7
PER;BUN;3240;58159,82;239777945,8
PER;BUN;247,58;2592,87;10969421,8
PER;BUN;26449,31;95737,76;399301392,4
PER;BUN;25928,26;18876,72;79037015,4
PER;BUN;82030,3;80677,34;334010056,9
PER;BUN;1020;27866,66;121481917,6
PER;BUN;8820;60567;257536335,0
PER;BUN;1000;2830;12033414,7
PER;BUN;4788;15293,5;62104303,6
PER;BUN;1000;2660;11310559,4
PER;BUN;200;756;3214580,0
PER;BUN;1200;720;3043720,8
PER;BUN;2000;9542,46;40197612,8
PER;BUN;259520;4346,54;17947333,2
PER;BUN;300000;3521,59;14511134,2
PER;BUN;135286;157161,72;648381110,5
PER;BUN;19150;39862,31;168641887,3
PER;BUN;1395,2;2081,75;8845355,8
PER;BUN;2322;3397,03;14433980,5
PER;BUN;124;147,92;628512,1
PER;BUN;435;668,84;2841901,2
PER;BUN;2291,25;3522,92;14968887,1
PER;BUN;9,3;2687,76;11362209,7
PER;BUN;61,8;457,37;1943365,1
PER;BUN;137,81;1163,53;4943839,0
PER;BUN;267,22;2259,07;9598788,4
PER;BUN;41,6;256,56;1090123,4
PER;BUN;188,6;1163,17;4942309,3
PER;BUN;146,78;961,16;4083968,8
PER;BUN;173,78;1150,99;4890556,5
PER;BUN;5952;3951,36;16703939,8
PER;BUN;444;21701,61;89424088,2
PER;BUN;213,3;3641,12;15392434,3
PER;BUN;91917,39;297033,83;1241075489,0
PER;BUN;2862,61;8920,17;37058276,9
PER;BUN;25392;2690,4;11373370,1
PER;BUN;10;4278,2;17342796,0
PER;BUN;3;52690;217115467,8
PER;BUN;1;964,3;3909040,8
PER;BUN;10532;28595,83;118242193,4
PER;BUN;6840;8439,84;35678495,2
PER;BUN;3940;3725,45;15428690,4
PER;BUN;25200;24418,8;101128750,9
PER;BUN;21450;35026,29;145058928,2
PER;BUN;4488,5;273000,4;1147019371,0
PER;BUN;29488,7;106171,83;447248833,9
PER;BUN;1,98;2;8499,4
PER;BUN;220;127;537460,2
PER;BUN;70;260;1053977,6
PER;BUN;5292,11;24192,8;106125588,0
PER;BUN;16000;168680,27;711174398,2
PER;BUN;26000;11544;48853861,7
PER;BUN;22566;66139;288326356,6
PER;BUN;11;977,4;3962145,0
PER;BUN;10;5,27;21363,3
PER;BUN;320;29287,28;118723604,2
PER;BUN;2;339,68;1376981,2
PER;BUN;1;70,6;286195,5
PER;BUN;1;151609,72;614589418,5
PER;BUN;1;42,22;171149,7
PER;BUN;9487;331610,2;1413150001,0
PER;BUN;2;2035,22;8250293,4
PER;BUN;6;354,56;1437301,1
PER;BUN;1;165,41;670532,4
PER;BUN;9;857,81;3477355,9
PER;BUN;27;68805,28;278920091,9
PER;BUN;1;18967,34;76889044,2
PER;BUN;1;89256,18;361823132,2
PER;BUN;4;747,25;3029172,2
PER;BUN;5;97066,77;393485389,6
PER;BUN;4;1152,33;4671269,3
PER;BUN;4;4331,4;17558456,1
PER;BUN;5;748,55;3034442,0
PER;BUN;183,6;681;2760610,6
PER;BUN;1000;13075;54935004,8
PER;BUN;5847;7055,53;30950211,2
PER;BUN;1260;22238,8;91637644,0
PER;BUN;355000;22914,67;94422647,5
PER;BUN;8883,66;67607,93;284798405,1
PER;BUN;15000;7830,38;32266020,4
PER;BUN;620000;24094,6;99284690,6
PER;BUN;9150;137181,5;579727324,9
PER;BUN;808,4;1914;7772428,6
PER;BUN;2800,21;10152,44;41227332,9
PER;BUN;37,49;743,75;3020242,3
PER;BUN;25,18;59481,55;245100864,6
PER;BUN;7108,63;45291,2;191609403,6
PER;BUN;1745,98;486,8;2059460,9
PER;BUN;1995,4;12144,8;51379912,3
PER;BUN;9104,03;2535;10724596,4
PER;BUN;71916;56552,76;239252672,0
PER;BUN;1121,04;9682,14;41139412,9
PER;BUN;2;16770;73564288,2
PER;BUN;1;45400;199154364,0
PER;BUN;14600;59934,4;253559072,0
PER;BUN;70182;89938,2;394528304,4
PER;BUN;5335,06;18676,44;79369453,8
PER;BUN;606;1023,34;4155609,8
PER;BUN;995;1680,25;6823209,6
PER;BUN;223;361,07;1466243,9
PER;BUN;30;64,66;262573,3
PER;BUN;248,1;534,77;2171610,1
PER;BUN;250;499,2;2027166,3
PER;BUN;50;76,98;312602,7
PER;BUN;14;25,9;105175,5
PER;BUN;64;191,99;779638,8
PER;BUN;846,3;1538,81;6248845,8
PER;BUN;500;923,82;3751476,0
PER;BUN;311,8;530,76;2155326,1
PER;BUN;1395;3049,75;12384516,3
PER;BUN;3164,71;25738,68;104520403,9
PER;BUN;80,7;559,55;2272237,4
PER;BUN;53,12;324,8;1318957,6
PER;BUN;127,2;776,72;3154127,9
PER;BUN;449,13;2819,71;11450363,0
PER;BUN;2797,92;59256;240628542,5
PER;BUN;24,8;44778,24;189439269,9
PER;BUN;183,59;8943,84;37689073,4
PER;BUN;54,48;1060,8;4470179,4
PER;BUN;30074,29;110428,94;469290970,6
PER;BUN;55,16;942;3957841,3
PER;BUN;319242;18187,5;76968954,4
PER;BUN;308400;8497,36;35960572,6
PER;BUN;26040;95872;404713102,1
PER;BUN;6120,5;7526,96;30565705,0
PER;BUN;901,5;1481,59;6016485,1
PER;BUN;320,25;471,13;1913178,8
PER;BUN;1559,61;1859,13;7549610,9
PER;BUN;1723,5;2647,94;10752834,2
PER;BUN;853,4;6174,16;25072214,2
PER;BUN;51,45;452,01;1835535,8
PER;BUN;30,43;313,71;1273923,0
PER;BUN;56,67;396,9;1611743,4
PER;BUN;36,11;230,62;936508,6
PER;BUN;7383,93;85063,8;358456301,3
PER;BUN;506402;49115,27;212480512,3
PER;BUN;4;144917,66;631754047,0
PER;BUN;7656;55932;234999976,0
PER;BUN;1620;2170,8;9120681,3
PER;BUN;545325;123608,69;523108267,8
PER;BUN;535,36;2451,98;10269242,3
PER;BUN;2140,05;9725,7;40629513,9
PER;BUN;25309,3;116062,6;486250030,4
PER;BUN;9324;93091,12;408359092,5
PER;BUN;379,44;8576,1;34826084,2
PER;BUN;1;3950;16698190,5
PER;BUN;1320;18635,4;77775402,4
PER;BUN;440,01;893,08;3620332,0
PER;BUN;30803,76;99203,81;402148436,8
PER;BUN;330600;10654,23;46736484,6
PER;BUN;12400;15395,88;65260825,9
PER;BUN;3740;3915,57;16597513,9
PER;BUN;15405;28828,11;122198034,1
PER;BUN;4615,12;15903,18;67301780,7
PER;BUN;283,22;1226,8;5191780,8
PER;BUN;1274,48;5520,59;23362971,3
PER;BUN;12500,54;56938,71;240962912,6
PER;BUN;0,36;630;2678816,7
PER;BUN;2002,72;33966,13;144322086,4
PER;BUN;583340;36408,24;153193320,6
PER;BUN;2041700;68489,29;286743006,6
PER;BUN;2700;1132,36;4771731,1
PER;BUN;4137020;86727,36;363504226,0
PER;BUN;718360;13550,09;57099672,8
PER;BUN;47025;191801,84;811699632,8
PER;BUN;7200;86008;374943275,2
PER;BUN;943;1593,32;6774940,0
PER;BUN;1346,7;2275,41;9675248,1
PER;BUN;2853;6082,76;25864443,0
PER;BUN;326;466,57;1983897,6
PER;BUN;371;741,15;3151436,5
PER;BUN;180;443,67;1886524,8
PER;BUN;1764;3369,44;14327162,1
PER;BUN;135;269,69;1146746,2
PER;BUN;1609,5;3486,69;14825719,7
PER;BUN;63,5;2146,85;9128599,4
PER;BUN;2828,78;20083,65;85397487,3
PER;BUN;4,4;19,87;84489,0
PER;BUN;4,4;24,35;103538,4
PER;BUN;2;13,88;59019,0
PER;BUN;11,19;68,4;290843,0
PER;BUN;21,58;128,11;544735,2
PER;BUN;5,54;30,41;129306,1
PER;BUN;159,31;1272,98;5412825,5
PER;BUN;141,27;1059,76;4506194,9
PER;BUN;24200;64443,9;271469928,8
PER;BUN;11640;67726,09;295245116,7
PER;BUN;9250;52545,21;229065588,5
PER;BUN;20890;68896,76;300348535,5
PER;BUN;29,4;560;2456529,6
PER;BUN;99,18;233485,95;991470078,8
PER;BUN;97,35;1662,24;7291681,7
PER;BUN;813,95;23553,28;103320231,2
PER;BUN;112,75;6023,92;24419525,9
PER;BUN;427,92;26648,48;116897821,3
PER;BUN;258,06;5136,5;22532079,1
PER;BUN;3950,43;95102,96;385524575,1
PER;BUN;685,91;12058,8;52897855,6
PER;BUN;680;26790,6;112894784,7
PER;BUN;720;12775,8;52910081,4
PER;BUN;2221,13;81103,71;328774975,4
PER;BUN;211,49;4647,76;18840903,6
PER;BUN;30582,39;114911,63;488614592,8
PER;BUN;4,69;283,5;1243618,1
PER;BUN;1030,32;9646;39102569,0
PER;BUN;8315,54;61102,9;247696491,9
PER;BUN;99476;96469,49;409898863,0
PER;BUN;4800;18354;80512757,6
PER;BUN;15400;38624,07;163721639,1
PER;BUN;200;478,81;2029603,8
PER;BUN;525,93;11045,7;48453730,4
PER;BUN;8960;33694,8;147436665,2
PER;BUN;6200;17480,8;76682326,1
PER;BUN;975;5850;24856650,0
PER;BUN;5300;2995;12620840,2
PER;BUN;27319;101749,24;412466999,1
PER;BUN;0,04;1;4222,1
PER;BUN;72,5;84,5;359301,6
PER;BUN;162,1;213,65;908459,0
PER;BUN;2632;3924,64;16687922,5
PER;BUN;596,75;772,57;3285037,2
PER;BUN;1032;1484,13;6310654,3
PER;BUN;998;1830,17;7782047,5
PER;BUN;2742,42;3270,86;13907991,1
PER;BUN;22000;31680;134706211,2
PER;BUN;279;428,89;1823678,9
PER;BUN;904,5;1390,44;5912276,0
PER;BUN;4628,81;6458,76;27377714,8
PER;BUN;32,4;199,36;847696,7
PER;BUN;492,63;4368,53;18575382,7
PER;BUN;37,4;230,5;980106,7
PER;BUN;319,99;1982,73;8430746,4
PER;BUN;124,37;745,9;3171633,9
PER;BUN;75,27;524,66;2230901,5
PER;BUN;23;161,32;707656,0
PER;BUN;160;9635,4;42267223,8
PER;BUN;60;6450,8;28297466,3
PER;BUN;220;884,75;3881097,4
PER;BUN;518144;42653,61;180087380,2
PER;BUN;7;573,82;2422719,7
PER;BUN;2711,5;7621,53;32105695,1
PER;BUN;90;961,2;4216457,6
PER;BUN;3;1019,28;4471234,8
PER;BUN;2;3567,83;15063699,4
PER;BUN;2;1267,88;5353103,5
PER;BUN;1;3010;12708490,9
PER;BUN;4;2866,52;12102705,4
PER;BUN;10;480;2026603,2
PER;BUN;6170;14257,52;60272097,5
PER;BUN;2;4210,52;17777194,4
PER;BUN;10;1070,8;4697235,5
PER;BUN;4;2114,01;8988960,8
PER;BUN;326;11451,28;48691873,2
PER;BUN;1;200;844418,0
PER;BUN;25;51023,97;215427793,5
PER;BUN;33;3589,83;15156585,3
PER;BUN;1;1260;5319833,4
PER;BUN;5636;198143,33;829144990,1
PER;BUN;817105;76350,81;324650515,7
PER;BUN;955;6648;28267894,3
PER;BUN;50;5250;22323472,5
PER;BUN;105;10075;42839806,8
PER;BUN;40;79,63;336205,0
PER;BUN;1111;1870,65;7898052,7
PER;BUN;236,1;470,01;1984424,5
PER;BUN;548,5;923,53;3899226,8
PER;BUN;44;67,54;285160,0
PER;BUN;239;488,94;2064348,7
PER;BUN;310;666,27;2813051,9
PER;BUN;64;117,9;497784,4
PER;BUN;177;406,72;1717208,4
PER;BUN;417,4;830,95;3508345,7
PER;BUN;493,2;1211,45;5114850,9
PER;BUN;240;423,12;1786450,7
PER;BUN;75;149,3;630358,0
PER;BUN;478;986,44;4164838,5
PER;BUN;98,78;3327,87;14050566,6
PER;BUN;3640,35;25002,87;105564367,4
PER;BUN;140,4;970,63;4098087,2
PER;BUN;599,25;2483,57;10485856,1
PER;BUN;102,78;587,66;2481153,4
PER;BUN;30,61;159,95;675323,3
PER;BUN;282,43;2098,2;8858789,2
PER;BUN;27,6;1173,04;4755222,6
PER;BUN;187,38;7870,24;31904064,1
PER;BUN;1851,2;2756,9;11639879,9
PER;BUN;86,42;100,58;424657,8
PER;BUN;1209;1566,97;6615888,4
PER;BUN;1338;1922,4;8116545,8
PER;BUN;4124,71;4902,31;20697994,0
PER;BUN;281;2384;10065462,6
PER;BUN;130,17;777,85;3284152,7
PER;BUN;25;4,5;19134,4
PER;BUN;13;32,59;142961,2
PER;BUN;3;26,63;116816,8
PER;BUN;2;10,62;46586,3
PER;BUN;1;9,09;39874,7
PER;BUN;2;4,42;19389,0
PER;BUN;51;23,35;99214,2
PER;BUN;393;368,04;1563802,0
PER;BUN;397;884,42;3757900,6
PER;BUN;2;7,1;30167,9
PER;BUN;15228,1;28403,63;120707190,4
PER;BUN;500;15064;63479244,1
PER;BUN;14966,7;57216,1;241106928,9
PER;BUN;36000;34884;148222116,0
PER;BUN;15393,97;63965,01;280592750,8
PER;BUN;21000;634,75;2690610,0
PER;BUN;135012;85558,13;362668079,4
PER;BUN;402,21;2745,57;11638059,4
PER;BUN;400;2708;11411430,8
PER;BUN;20000;4000;16855880,0
PER;BUN;1082,49;2781,22;11789174,4
PER;BUN;545,23;10549,57;44718044,8
PER;BUN;27360;73658,76;312228434,8
PER;BUN;7728,96;38254,06;162153222,2
PER;BUN;7016;63567,15;267870063,1
PER;BUN;139,94;432,18;1836332,8
PER;BUN;96;179,52;762780,5
PER;BUN;116,8;360;1529640,0
PER;BUN;388,52;2427,78;10315637,2
PER;BUN;4047,4;23128,58;98042419,3
PER;BUN;1240,8;761,4;3235188,6
PER;BUN;273;673,62;2862211,4
PER;BUN;70527,9;67927,38;288118213,6
PER;BUN;25,38;70,2;298279,8
PER;BUN;470,94;674,22;2864760,8
PER;BUN;1974,6;1347,9;5727227,1
PER;BUN;10,71;161,28;685278,7
PER;BUN;1908;10585,42;44870007,6
PER;BUN;245;54,48;230932,5
PER;BUN;123;244,59;1039262,9
PER;BUN;1566,9;7500;31604775,0
PER;BUN;6816;4930,56;20949949,4
PER;BUN;4;51,8;209984,8
PER;BUN;2550;317,53;1345962,0
PER;BUN;12,62;85,68;364054,3
PER;BUN;13,75;108,72;461951,3
PER;BUN;1136,16;9950,94;42066504,2
PER;BUN;0,4;31,92;129396,0
PER;BUN;1,2;5,52;22376,8
PER;BUN;240;300;1274700,0
PER;BUN;597,88;17131,39;72318278,4
PER;BUN;20;129,6;525367,3
PER;BUN;4;369,04;1495999,6
PER;BUN;5210;1932,91;8193315,6
PER;BUN;34;15300;65009700,0
PER;BUN;15;1516,44;6427961,7
PER;BUN;7;10184,48;43273855,5
PER;BUN;1356;1977,53;8382453,0
PER;BUN;250;6574,42;27934710,6
PER;BUN;78;11281,7;47624455,6
PER;BUN;27,9;164,25;696231,1
PER;BUN;28;33937,68;137575209,7
PER;BUN;329;1283,95;5442471,5
PER;BUN;168;259,92;1104400,1
PER;BUN;100;21210;90136349,1
PER;BUN;750;19072,5;83664572,9
PER;BUN;1628,97;12629,99;55403471,9
PER;BUN;96;25,46;111684,4
PER;BUN;9680;9428,06;41357693,7
PER;BUN;9000;8721;38256061,9
PER;BUN;62120;111790,17;490385467,1
PER;BUN;59234,22;274470;1161658040,0
PER;BUN;1;6724,81;28428394,5
PER;BUN;1;368,45;1616264,9
PER;BUN;2713,4;5559,56;24387899,5
PER;BUN;15203,91;39515,93;173342949,5
PER;BUN;744,8;5054;22170179,6
PER;BUN;4524,01;24509,43;107514536,2
PER;BUN;21100;55753;244569455,0
PER;BUN;5000;28850;126555141,0
PER;BUN;21,68;102824,95;433150101,9
PER;BUN;104,64;265242,35;1153009727,0
PER;BUN;775;813,75;3569644,6
PER;BUN;860,8;2407,68;10561673,5
PER;BUN;59159;56694,92;248701337,8
PER;BUN;230;4,6;20178,6
PER;BUN;156136;161991,97;710603695,1
PER;BUN;80;47,55;208585,7
PER;BUN;9,93;2,3;10089,3
PER;BUN;192;3750;16449975,0
PER;BUN;12,9;2227,68;9772074,7
PER;BUN;2712;1053,12;4619679,4
PER;BUN;357,2;5467,04;23982045,7
PER;BUN;26088;2796;12265101,4
PER;BUN;5;13530;59351509,8
PER;BUN;82;1168,8;4966231,2
PER;BUN;5208;7679,4;33686916,8
PER;BUN;4063;27715,75;121579571,9
PER;BUN;852;3717;15793533,0
PER;BUN;525;12366,72;50131714,9
PER;BUN;1640;20699;90799475,3
PER;BUN;2912;19373,6;84985396,2
PER;BUN;4725;4488,75;19075885,8
PER;BUN;436;92851,46;376397534,5
PER;BUN;283;67752,88;274653914,8
PER;BUN;128;33040,56;133938500,5
PER;BUN;535;112964,8;457932187,6
PER;BUN;62829,71;163916,18;674985501,9
PER;BUN;25322,26;94611,33;388144947,3
PER;BUN;1605,6;7385,76;30249745,8
PER;BUN;2160,07;10998,46;45230024,5
PER;BUN;708;150207,82;637555980,0
PER;BUN;40;9991,89;43009678,6
PER;BUN;285;77417,48;328353969,5
PER;BUN;50000;59976;247138305,1
PER;BUN;1050;30238;128574697,4
PER;BUN;10;72,7;309126,9
PER;BUN;100;667,8;2839545,7
PER;BUN;874;185874,04;784646813,7
PER;BUN;432;105167,94;443954890,2
PER;BUN;680;182041,74;768469180,8
PER;BUN;5793;5793;23763909,4
PER;BUN;49328,52;94518,63;401609658,9
PER;BUN;12543,84;48689,78;206882875,2
PER;BUN;1365,12;6031,32;25627078,7
PER;BUN;4320;7158;30414342,0
