DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
GTM;BOG;1058;1636,06;6906447,3
GTM;BOG;20;210,04;888597,3
GTM;BOG;304;3601,23;15235399,7
GTM;BOG;6;70,4;297834,9
GTM;BOG;490;5513,14;23323945,2
GTM;BOG;2535;6373,8;26906295,6
GTM;BOG;300;663;2798781,6
GTM;BOG;16,07;224;945591,4
GTM;BOG;105,13;854;3605067,1
GTM;BOG;938,85;2672,26;11226994,0
GTM;BOG;23,95;49,61;202399,5
GTM;BOG;568,26;1291,5;5298237,3
GTM;BOG;55,46;92,36;390337,9
GTM;BOG;8018,32;21469,96;90496007,7
GTM;BOG;2053,86;1843,85;7681715,5
GTM;BOG;2,76;5,16;21744,1
GTM;BOG;8,18;18,94;79966,4
GTM;BOG;58,52;155,42;657732,8
GTM;BOG;877,3;2666,13;11119685,0
GTM;BOG;19,85;219,83;927820,7
GTM;BOG;1,52;18,8;79375,3
GTM;BOG;210,47;1738,96;7262870,4
GTM;BOG;1,91;17,4;70658,4
GTM;BOG;3,9;34,81;146971,0
GTM;BOG;973;11663,27;49342746,7
GTM;BOG;226;3032,33;12828605,6
GTM;BOG;41;546,79;2313255,2
GTM;BOG;452;3469,55;14678312,9
GTM;BOG;237;2338,52;9893366,1
GTM;BOG;22;411,34;1740219,1
GTM;BOG;162;2392,05;10119830,7
GTM;BOG;36;1389,49;5878390,3
GTM;BOG;75;1142,85;4834952,6
GTM;BOG;78;289,63;1225311,6
GTM;BOG;28;71,61;302954,0
GTM;BOG;102;396,95;1679340,6
GTM;BOG;63;2215,62;9373424,1
GTM;BOG;144;17516,48;74105395,5
GTM;BOG;215;13681,99;57883163,7
GTM;BOG;56;3292,69;13930087,2
GTM;BOG;80;5024,4;21256276,9
GTM;BOG;53;2226,33;9418734,0
GTM;BOG;14;605,34;2560957,5
GTM;BOG;976;20053,68;84839299,1
GTM;BOG;508;9906,65;41911172,6
GTM;BOG;52;1127,7;4770858,9
GTM;BOG;55;1701,74;7199398,3
GTM;BOG;254;4885,8;20512191,3
GTM;BOG;84;1600,85;6772572,0
GTM;BOG;58;1253,59;5303450,4
GTM;BOG;2239;39249,88;166050934,8
GTM;BOG;294;3066,78;12974350,1
GTM;BOG;28;673,13;2847750,5
GTM;BOG;68;872,65;3680462,2
GTM;BOG;17;349,5;1463360,0
GTM;BOG;22;107,64;455382,9
GTM;BOG;30;141,52;598715,9
GTM;BOG;96;1028,03;4349194,0
GTM;BOG;70;731,3;3093845,1
GTM;BOG;108;169,36;716496,1
GTM;BOG;8;66,58;281674,0
GTM;BOG;72;470,92;1992278,9
GTM;BOG;10;57,1;241567,8
GTM;BOG;4;18,48;78181,7
GTM;BOG;70;2943,14;12451277,5
GTM;BOG;143;4317,97;18267647,1
GTM;BOG;92;3200,76;13541167,3
GTM;BOG;42;320,87;1357475,8
GTM;BOG;16;3471,6;14073033,2
GTM;BOG;10000;2377,28;9988213,2
GTM;BOG;97200;7076,77;29733261,5
GTM;BOG;50000;1777,95;7470110,3
GTM;BOG;300;15758;66665952,4
GTM;BOG;25000;2027,5;8577561,8
GTM;BOG;50000;1091;4615595,5
GTM;BOG;200;122,2;503539,8
GTM;BOG;3;976,5;4283573,5
GTM;BOG;90;1800;7309494,0
GTM;BOG;0,01;325,5;1427857,8
GTM;BOG;37,08;1388,98;5966849,0
GTM;BOG;100;3,9;16070,4
GTM;BOG;0,03;168;710742,5
GTM;BOG;10500;1120;4913059,2
GTM;BOG;0,04;31,4;132841,1
GTM;BOG;2;1124;4930605,8
GTM;BOG;535;87,12;368570,7
GTM;BOG;377;387,92;1641138,2
GTM;BOG;142,11;1488;6042515,0
GTM;BOG;38,39;550,8;2236705,2
GTM;BOG;247,55;7303,6;30482248,0
GTM;BOG;2272,73;96702,9;407061163,3
GTM;BOG;112,88;4214;17814221,5
GTM;BOG;421,25;7000;28844340,0
GTM;BOG;771,75;12676,7;53589354,8
GTM;BOG;6322,3;68369,71;288337901,0
GTM;BOG;1522,78;67364,37;283452132,0
GTM;BOG;1162,62;33852,99;142893057,0
GTM;BOG;336,77;3713,01;15497621,8
GTM;BOG;943,3;27555,61;115885655,5
GTM;BOG;4781,9;65711,71;276795925,6
GTM;BOG;13,4;42,15;178667,5
GTM;BOG;385,63;3339,58;14084629,0
GTM;BOG;58,96;298,56;1239287,9
GTM;BOG;95,19;11013,07;46682751,8
GTM;BOG;1200;12592;53375599,2
GTM;BOG;1169,32;17327,62;73274753,5
GTM;BOG;442,48;20286,15;85644521,8
GTM;BOG;60,87;992,28;4206126,1
GTM;BOG;333,03;36604,55;154160204,3
GTM;BOG;16,56;269,84;1143811,3
GTM;BOG;784,96;10864,08;45905518,8
GTM;BOG;244,57;3986,79;16899404,8
GTM;BOG;2852,1;43858,33;185025793,4
GTM;BOG;1377,34;3556,51;15027657,3
GTM;BOG;434,97;5779,63;24394721,4
GTM;BOG;983,71;5170,43;21820941,2
GTM;BOG;13,28;70,84;299092,9
GTM;BOG;7,03;114,34;484670,1
GTM;BOG;5;12,88;54596,4
GTM;BOG;92000;10033;42353205,9
GTM;BOG;280;1327,48;5644564,4
GTM;BOG;150;434,61;1848000,8
GTM;BOG;300;913,78;3849298,3
GTM;BOG;5;0,42;1780,3
GTM;BOG;5;11,21;47517,5
GTM;BOG;8;83,47;353816,8
GTM;BOG;55,24;5455,24;22670792,0
GTM;BOG;411;419,91;1771051,3
GTM;BOG;372;266,97;1127163,9
GTM;BOG;1;2142;9107976,8
GTM;BOG;2;218,03;922696,4
GTM;BOG;279;271,99;1152503,1
GTM;BOG;545,23;43620,6;179743916,8
GTM;BOG;200;50;211104,5
GTM;BOG;60;6385,53;26899045,1
GTM;BOG;2;259,67;1052639,9
GTM;BOG;2436,44;26090,64;108991151,4
GTM;BOG;30,17;809,89;3423720,9
GTM;BOG;11,3;1176,78;4849063,2
GTM;BOG;128,65;1848,81;7618243,5
GTM;BOG;5,42;25,14;103592,4
GTM;BOG;199,81;822,82;3390528,5
GTM;BOG;382,38;2913,74;12006415,3
GTM;BOG;44,85;1816,68;7485847,9
GTM;BOG;82,65;2120,82;8739093,3
GTM;BOG;2,23;21,8;89829,5
GTM;BOG;204,68;1690,13;6964383,5
GTM;BOG;40,64;205,86;848270,8
GTM;BOG;1993,92;17184,35;72841882,0
GTM;BOG;10,4;407,19;1726017,3
GTM;BOG;24,95;575,95;2441365,7
GTM;BOG;17,68;522,55;2215011,1
GTM;BOG;162,93;3514,13;14895870,0
GTM;BOG;55,2;256,31;1086459,6
GTM;BOG;368100;47853;205784173,5
GTM;BOG;1,07;23,65;100248,8
GTM;BOG;1,93;94,94;402436,4
GTM;BOG;3,88;78,53;332876,9
GTM;BOG;3065;1411;5729831,1
GTM;BOG;100;2000;8444180,0
GTM;BOG;608;13166;54252082,9
GTM;BOG;1500;7425;30099168,0
GTM;BOG;288,02;256660,98;1107648384,0
GTM;BOG;1;7770;32871839,7
GTM;BOG;3180;19800;82902798,0
GTM;BOG;2580;9615,26;38977956,4
GTM;BOG;24;65,18;275751,2
GNQ;BOG;7;55850,57;237348725,8
GUY;BOG;85;21760;91695987,2
GUY;BOG;330;99;420956,9
GUY;BOG;50;50;212604,5
GUY;BOG;128;25,6;108853,5
GUY;BOG;1,47;1403,07;5937750,1
HTI;BOG;14;3010;12724443,9
HND;BOG;159,6;2010,96;8821397,8
HND;BOG;130000;25183;105807130,0
HND;BOG;2295,55;4929,96;20774703,5
HND;BOG;845;6109,51;25384647,5
HND;BOG;377,7;144846,66;613765522,2
HND;BOG;17,9;6620;28015641,4
HND;BOG;60;951;4171713,7
HND;BOG;472;1424;6024388,6
HND;BOG;2915;22650;95164654,5
HND;BOG;220;7;29410,7
HND;BOG;60,96;2400;10173240,0
HND;BOG;114,69;3548,2;15040287,6
HND;BOG;42,99;2404,32;10191551,8
HND;BOG;231;6316,5;26027896,2
HND;BOG;279,02;6004,24;25451072,7
HND;BOG;264,66;4722,07;20016146,4
HND;BOG;155,66;1626,57;6894786,2
HND;BOG;31,82;1350;5722447,5
HND;BOG;709,76;13064;55376336,4
HND;BOG;25;1808,53;7666087,4
HND;BOG;84;4155,18;16873479,6
HND;BOG;53;9750,3;39525376,1
HND;BOG;10;175;741798,8
HND;BOG;1167;22564,04;93898550,6
HND;BOG;10;155,01;638737,3
HND;BOG;117;1712;7054501,4
HND;BOG;4;2323,55;9872764,0
HND;BOG;14;11875,4;50458574,6
HND;BOG;1;17,63;74909,9
HND;BOG;6;207,66;882347,3
HND;BOG;1;375,18;1594139,8
HND;BOG;17;166,53;707586,0
HND;BOG;7;96,98;412068,0
HND;BOG;1;1391;5910359,0
HND;BOG;6;3683,2;15649916,8
HND;BOG;9;3179,71;13510587,8
HND;BOG;97;66563,25;275609715,9
HND;BOG;1308,97;46507,87;188531743,1
HND;BOG;928,55;44738,26;181358168,9
HND;BOG;21,65;352;1489653,4
HND;BOG;14,21;231;977585,1
HND;BOG;155,09;2521,4;10670489,2
HND;BOG;106,1;1725;7300148,3
HND;BOG;1,5;3,24;13733,9
HND;BOG;20,5;185,22;785119,8
HND;BOG;322;4824,04;19878035,7
HND;BOG;0,48;20,25;85836,7
HND;BOG;21;1472,4;6241282,7
HND;BOG;2;64,8;274677,5
HND;BOG;2;88,2;373866,6
HND;BOG;2;27;114449,0
HND;BOG;29;1844,1;7816863,3
HND;BOG;312;1765,8;7412644,5
HND;BOG;4;217,8;923221,5
HND;BOG;1836;4569,05;19164421,4
HND;BOG;5;31,5;133523,8
HND;BOG;20;32,4;137338,7
HND;BOG;20;22,5;95374,1
HND;BOG;30;18,45;78206,8
HND;BOG;2;29,7;125893,8
HND;BOG;2;14,4;61039,4
HND;BOG;1148,5;9877,1;41786158,0
HND;BOG;13,3;2,5;10966,7
HND;BOG;1;150;635827,5
HND;BOG;1;1383,62;5864957,6
HND;BOG;2;783,6;3228917,8
HND;BOG;53,4;150;637350,0
HND;BOG;522,67;32592,39;136464662,9
HND;BOG;10,46;661,5;2769707,1
HND;BOG;11;2062,5;8498778,8
HND;BOG;4;18904;80001160,9
HND;BOG;4;2310;9775850,7
HND;BOG;11;4114,58;17338716,7
HND;BOG;150;6394,85;25923187,1
HND;BOG;32;2331;9840060,1
HND;BOG;15;9010;38034723,9
HND;BOG;10;100;418701,0
HND;BOG;2700;998;4178636,0
HND;BOG;2899;52881,94;217906379,6
HND;BOG;1057;5488,5;22616022,9
HND;BOG;1176;8198,1;34294030,2
HND;BOG;5214;20292,06;82402606,0
HND;BOG;32,4;109,08;471326,4
HKG;BOG;2;648;2741435,3
HKG;BOG;2;736;3113729,0
HKG;BOG;2;632;2673745,5
HKG;BOG;3;744;3147573,8
HKG;BOG;6;1214,72;5139006,6
HKG;BOG;2;440;1861468,4
HKG;BOG;2;416;1759933,8
HKG;BOG;4;656;2775280,2
HKG;BOG;4;416;1759933,8
HKG;BOG;11210;8732,4;36931610,5
HKG;BOG;3;390;1653151,5
HKG;BOG;11;1727,8;7323885,0
HKG;BOG;15;2910;12335053,5
HKG;BOG;5;650;2755252,5
HKG;BOG;4;544;2305934,4
HKG;BOG;2;220;932547,0
HKG;BOG;4;440;1865094,0
HKG;BOG;8985,5;52160,16;217250827,3
HKG;BOG;14125;10863,7;45178380,3
HKG;BOG;40,61;605372;2655561138,0
HKG;BOG;28482;37661,48;162771819,4
HKG;BOG;606,88;6926,28;29311809,2
HKG;BOG;10400;2096;8867358,6
HKG;BOG;4719,35;41948,3;173563222,0
HKG;BOG;810;180,9;733325,2
HKG;BOG;16305;15746,12;66916443,6
HKG;BOG;5120;1536;6462259,2
HKG;BOG;5313,76;35057,26;153784280,2
HKG;BOG;313;912,74;3844917,3
HKG;BOG;1;50739,5;215077129,6
HKG;BOG;5,7;615112;2598462981,0
HKG;BOG;0,13;13780;58316546,6
HKG;BOG;0,46;46950;198690991,5
HKG;BOG;0,04;4130;17478036,1
HKG;BOG;0,21;21430;90691117,1
HKG;BOG;2;200000;824124000,0
HKG;BOG;71;11000,2;46217670,3
HKG;BOG;297,6;1191,96;5021131,5
HKG;BOG;26,4;138,86;584947,8
HKG;BOG;137673,38;664810,54;2916297803,0
HKG;BOG;94,3;985300;4187239263,0
HKG;BOG;49,79;189700;801935883,0
HKG;BOG;0,6;112200;475598970,0
HKG;BOG;384;9100,56;38696400,2
HKG;BOG;773;13600;57648360,0
HKG;BOG;14000;14000;61413240,0
HKG;BOG;13800;2346;9969819,7
HKG;BOG;34240;5820,8;24736712,0
HKG;BOG;4570;911,1;3859612,2
HKG;BOG;180;961,8;4219089,6
HKG;BOG;160;1430,4;6274678,5
HKG;BOG;320;2873,6;12605506,2
HKG;BOG;154,8;1253,76;5499818,8
HKG;BOG;754;8011,52;33786019,4
HUN;BOG;8;40;168883,6
HUN;BOG;12600;2142;9023175,0
HUN;BOG;17500;2975;12532187,5
HUN;BOG;7;262,73;1109085,8
HUN;BOG;22;265,86;1122298,7
HUN;BOG;6;159,78;674493,7
HUN;BOG;277;10145,17;42826719,2
HUN;BOG;121;3907,82;16496432,3
HUN;BOG;1;126,45;533794,8
HUN;BOG;420;1;4238,9
HUN;BOG;5100;1734;7181239,6
HUN;BOG;4800;912;3776984,2
HUN;BOG;11200;2100;8697003,0
HUN;BOG;2800;896;3710721,3
HUN;BOG;5400;972;4130028,0
HUN;BOG;47250;8505;36048369,6
HUN;BOG;1500;705;3092595,3
HUN;BOG;16940;4784;20985781,4
HUN;BOG;1250;400;1624332,0
HUN;BOG;1350;202,5;882778,5
HUN;BOG;18900;2835;12358898,0
HUN;BOG;20810;7932,35;33485543,0
HUN;BOG;11550;1853,6;7824768,5
HUN;BOG;2800;532;2250684,5
HUN;BOG;184000;31810;134575704,1
HUN;BOG;12750;5527,5;23333733,2
HUN;BOG;26600;4788;20212015,3
HUN;BOG;72900;11664;49534027,2
HUN;BOG;161350;25973;110232641,0
HUN;BOG;31700;4025,9;16589204,1
IND;BOG;1190;812;3420550,0
IND;BOG;1501;570,38;2486514,6
IND;BOG;4480;1617;6663042,5
IND;BOG;783,58;3900,51;16573267,0
IND;BOG;424;424;1793778,6
IND;BOG;391;391;1654168,5
IND;BOG;1;50;219333,0
IND;BOG;1;50;219333,0
IND;BOG;1643,92;14051,99;59467600,1
IND;BOG;1;100;421250,0
IND;BOG;1;2818,95;11949106,2
IND;BOG;1;120,85;497976,9
IND;BOG;2;1434,32;6094425,7
IND;BOG;2;1438,39;6097119,5
IDN;BOG;1000;5500;22295680,0
IDN;BOG;10;20527,05;85011340,7
IDN;BOG;11,75;1928,43;8193899,1
IDN;BOG;21;509,04;2162911,0
IDN;BOG;18;42,28;179647,7
IDN;BOG;10;6830;29020670,0
IDN;BOG;9140;1823,8;7715786,5
IDN;BOG;20;42;184239,7
IDN;BOG;3;100350,52;413506359,7
IDN;BOG;1720;233,92;949909,4
IDN;BOG;150;270;1139775,3
IRL;BOG;450;104,94;429086,2
IRL;BOG;15050;2709;11883461,9
IRL;BOG;2306;784,04;3183853,2
IRL;BOG;1200;204;828409,3
IRL;BOG;800;136;552272,9
IRL;BOG;1218;243,6;989218,2
IRL;BOG;660;105,6;428823,6
IRL;BOG;2800;992;4028343,4
IRL;BOG;720;1008;4255161,1
IRL;BOG;1512;2721,6;11488935,0
IRL;BOG;80;932;3944340,6
IRL;BOG;3;4775;20062305,8
IRL;BOG;1;1075;4516644,8
IRL;BOG;660;2508,63;10452507,7
IRL;BOG;10;110,21;457902,2
ISR;BOG;187;1925,79;8182681,7
ISR;BOG;2;53,2;226046,8
ISR;BOG;260600;104830,25;459854664,5
ISR;BOG;279940;84906,2;372454631,3
ISR;BOG;5;86850;367174328,1
ISR;BOG;2200;666;2747355,0
ISR;BOG;198;277,2;1177822,8
ISR;BOG;747637;117379,8;498746770,2
ISR;BOG;15800;3160;13426840,0
ISR;BOG;4680;702;2983296,4
ISR;BOG;31500;5040;21418538,4
ISR;BOG;7920;1198,8;5081533,4
ISR;BOG;45150;6714,5;28461758,3
ISR;BOG;13440;3996,8;16755997,5
ISR;BOG;1620;356,4;1514343,6
ITA;BOG;6150;2511;10614976,3
ITA;BOG;70635;32210,9;138441534,4
ITA;BOG;46111;23965,64;100831909,2
ITA;BOG;6395;3752;15842941,9
ITA;BOG;2670;1441,8;6126208,2
ITA;BOG;9750;4991,7;21031605,4
ITA;BOG;3450;2060;8980364,0
ITA;BOG;10920;6327;26129402,8
ITA;BOG;70;7521,92;31960638,1
ITA;BOG;28;7174,16;30483005,8
ITA;BOG;4;2675,36;11367604,6
ITA;BOG;7;2221,8;9440428,2
ITA;BOG;14;3670,8;15597229,2
ITA;BOG;21;5957;25311293,0
ITA;BOG;6;1242;5277258,0
ITA;BOG;14;3078,32;13079781,7
ITA;BOG;14;1893,36;8044886,6
ITA;BOG;19;1736,96;7380343,0
ITA;BOG;24175;11714,6;49544444,8
ITA;BOG;900;483;1957966,1
ITA;BOG;60;170,8;721133,0
ITA;BOG;80;705,6;2979106,7
ITA;BOG;160;983,2;4151158,9
ITA;BOG;36;118,08;498544,4
ITA;BOG;95;557,08;2352041,9
ITA;BOG;106,28;55;233695,0
ITA;BOG;136,9;114,58;486850,4
ITA;BOG;250;11;46739,0
ITA;BOG;4964;4801;20350718,9
ITA;BOG;600;4125,81;17086753,3
ITA;BOG;177;177;752073,0
ITA;BOG;172;172;730828,0
ITA;BOG;1010;1909,05;8374353,3
ITA;BOG;42;0,1;438,7
ITA;BOG;3;157,29;689977,8
ITA;BOG;3;44,02;193100,8
ITA;BOG;600;14,64;64220,7
ITA;BOG;48975;18597,75;80572831,9
ITA;BOG;99920;17985,6;76090059,2
ITA;BOG;14150;1943,5;8186993,8
ITA;BOG;114950;19524;82244850,0
ITA;BOG;900;144;607981,0
ITA;BOG;4850;751,5;3172900,6
ITA;BOG;20380;5760;24605235,1
ITA;BOG;7925;2627,5;11169616,4
ITA;BOG;23800;4420;18780580,0
ITA;BOG;8250;3147;13381327,2
ITA;BOG;12800;2560;10877440,0
ITA;BOG;18000;3390;14404110,0
ITA;BOG;51800;8478;36958551,6
ITA;BOG;40800;11628,8;49600191,4
ITA;BOG;270;1039,6;4417260,4
ITA;BOG;47350;3456,48;14611889,0
ITA;BOG;16541;25120,99;105822170,4
ITA;BOG;20,22;10000;40537600,0
ITA;BOG;3876;4612,09;20231670,7
ITA;BOG;1;66202,49;279863744,2
ITA;BOG;257;2289,73;10044267,0
ITA;BOG;10000;100;424900,0
ITA;BOG;10850;4020,75;17096590,9
ITA;BOG;3801;1204;5071850,0
ITA;BOG;150;28,5;121096,5
ITA;BOG;70725;11919,86;50461041,8
ITA;BOG;450;166,5;730378,9
ITA;BOG;200;2;8454,8
ITA;BOG;3925;1297,5;5259753,6
ITA;BOG;200;2;8454,8
ITA;BOG;320;3,2;13527,6
ITA;BOG;18;0,18;760,9
ITA;BOG;1;500;2179700,0
ITA;BOG;200;20;82828,6
ITA;BOG;360;36;149091,5
ITA;BOG;19825;8685,5;38100335,4
ITA;BOG;6800;2254,4;9889286,3
ITA;BOG;17550;4473;19014982,1
ITA;BOG;24500;3430;14584668,7
ITA;BOG;87213;48691,04;207038684,3
ITA;BOG;4240;954,4;4034621,0
ITA;BOG;338200;23000;100266199,0
ITA;BOG;20,83;4470;18419171,4
ITA;BOG;6;2,02;8589,2
ITA;BOG;3;20,78;88358,4
ITA;BOG;22,04;24,37;103623,4
ITA;BOG;1;79,78;339231,7
ITA;BOG;1;2134,13;9074512,8
ITA;BOG;1;147,9;628884,1
ITA;BOG;2;16347,21;69509808,2
ITA;BOG;432;2213,1;9266271,8
ITA;BOG;1080;6374,4;26674971,2
ITA;BOG;393130;62477;265420732,6
ITA;BOG;75880;22596,56;96082606,8
ITA;BOG;14922;4685,7;19802820,7
ITA;BOG;200;100;421397,0
ITA;BOG;13025;3126;13196065,1
ITA;BOG;53200;7448;32468811,2
ITA;BOG;16;28,8;121576,0
ITA;BOG;9200;1504;6391563,8
ITA;BOG;136620;39762;169071602,6
ITA;BOG;4000;920;3892161,2
ITA;BOG;34475;8356,75;35313221,3
ITA;BOG;1100;165;699410,3
ITA;BOG;720;158,4;668668,2
ITA;BOG;12550;5229;22129908,8
ITA;BOG;116720;26350,4;114871933,8
ITA;BOG;1800;237,6;1001239,3
ITA;BOG;250;46,75;197003,1
ITA;BOG;20250;4860;20600811,0
ITA;BOG;2610;1096,2;4646627,4
ITA;BOG;39780;5216;22075676,2
ITA;BOG;377750;59055,4;250776789,8
ITA;BOG;174380;52276,2;217204474,4
ITA;BOG;161380;50950,4;215074633,0
ITA;BOG;7200;1227,3;5180911,9
ITA;BOG;200;36;157919,8
ITA;BOG;30800;4312;18324749,5
ITA;BOG;2850;861;3634616,8
ITA;BOG;1400;332;1447320,8
ITA;BOG;756;1814,4;7690969,4
ITA;BOG;200;1160;4886500,0
ITA;BOG;15;59,1;250516,0
ITA;BOG;75;474;1996725,0
ITA;BOG;240;1050;4450792,5
ITA;BOG;46200;462;1963038,0
ITA;BOG;1980;19,8;84130,2
ITA;BOG;3;490;2149463,4
ITA;BOG;1;113,68;498675,5
ITA;BOG;2;220;965065,2
JAM;BOG;1625;889,41;3838841,7
JAM;BOG;16;224;982611,8
JAM;BOG;200;2966;12602534,0
JAM;BOG;140;4109,41;17347422,3
JAM;BOG;20;3900;16571100,0
JAM;BOG;50;1100;4532682,0
JAM;BOG;37;3043;12539046,7
JAM;BOG;50;745;3069861,9
JAM;BOG;155;8932,5;36807438,2
JAM;BOG;100;750;3090465,0
JAM;BOG;88;176;725229,1
JAM;BOG;2;2686;11354769,5
JAM;BOG;75400;250733,79;1099883887,0
JAM;BOG;432;9786;42661088,4
JAM;BOG;26;202500;853328925,0
JAM;BOG;750;89,25;367765,3
JAM;BOG;2400;331,2;1364749,3
JAM;BOG;2200;466,4;1921857,2
JAM;BOG;912;919,3;3788086,0
JAM;BOG;180;48,96;201745,6
JAM;BOG;270;103,41;419930,4
JAM;BOG;60;53,58;217579,3
JAM;BOG;80;38,8;157560,2
JAM;BOG;40;290;1177640,7
JAM;BOG;6000;833,6;3442651,5
JAM;BOG;4170;1138,41;4690955,0
JAM;BOG;672;719,71;2965651,4
JAM;BOG;160;43,52;179329,4
JAM;BOG;600;159,12;655673,0
JAM;BOG;3435;900,35;3808107,3
JAM;BOG;6900;1803;7626738,2
JAM;BOG;8904;2589,12;10951934,3
JAM;BOG;7816;4428,76;18727383,1
JAM;BOG;200;58;245454,3
JAM;BOG;2396;2003;8445499,4
JAM;BOG;1128;294,32;1245487,8
JAM;BOG;1980;282;1193085,8
JAM;BOG;40;24,8;104952,9
JAM;BOG;23900;3335;13941605,4
JAM;BOG;820;302,16;1236534,2
JAM;BOG;320;206,78;849571,5
JAM;BOG;55;478,5;1943107,2
JAM;BOG;0,77;798,36;3502133,9
JAM;BOG;1;17050;72076999,5
JPN;BOG;1200;50486,4;214516713,6
JPN;BOG;11700;4815;20290558,1
JPN;BOG;41900;21149;89186308,5
JPN;BOG;16060;2769,2;11712107,0
JPN;BOG;820;229,6;975570,4
JPN;BOG;30500;14640;61671000,0
JPN;BOG;57990;30069;124784196,2
JPN;BOG;13008;2791,92;11760963,0
JPN;BOG;34317;6769,38;28516013,3
JPN;BOG;1;608,95;2571041,7
JPN;BOG;11;10240,6;44922030,4
JPN;BOG;60;60;253836,6
JPN;BOG;16785;5024,5;21256699,9
JPN;BOG;29150;2511,25;10400166,1
JPN;BOG;15806;3991,52;16919454,6
JPN;BOG;1;40;164824,8
JPN;BOG;10577;2866,88;12181373,1
JPN;BOG;10025;7495,15;31770816,6
JPN;BOG;13224;6879,1;28802860,5
JPN;BOG;16300;2941,4;12822739,2
JPN;BOG;200;80;348752,0
JPN;BOG;22400;9199,1;39086975,9
JPN;BOG;56700;11038;48118928,4
JPN;BOG;253900;51725,5;220670516,7
JPN;BOG;13860;2356,2;10335848,3
JPN;BOG;530;4014;16981668,5
JPN;BOG;42050;7586,32;32254752,0
JPN;BOG;61650;11868,29;50512040,7
JPN;BOG;28080;5073,6;21464422,9
JPN;BOG;133;431,89;1894554,6
JPN;BOG;4160;1221,7;5146411,3
JPN;BOG;185950;35330,8;153832355,9
JPN;BOG;204000;39648,74;170342833,7
JPN;BOG;29000;4930;20417249,9
JPN;BOG;334960;62290,05;264081548,8
JPN;BOG;1349005;263418,07;1115272922,0
JPN;BOG;136100;25408,5;107231177,9
JPN;BOG;324430;60423,75;255629447,4
JPN;BOG;32960;4894,4;20718198,2
JPN;BOG;200;66;277301,0
JPN;BOG;326400;60822;257190937,7
JPN;BOG;1874910;346523,39;1463323653,0
JPN;BOG;2900;469,8;1967057,3
JPN;BOG;7140;928,2;3926852,2
JPN;BOG;872;6080,03;25722235,7
JPN;BOG;426364;80635,88;335940171,9
JPN;BOG;703107;134421,18;571327561,2
JPN;BOG;6270;15597;66023166,1
JPN;BOG;4800;1440;6316790,4
JPN;BOG;21200;8056;35338933,0
JPN;BOG;128675;25808,01;109352396,5
JPN;BOG;146740;25291,77;107380157,5
JPN;BOG;29490;5308,2;22445082,8
JPN;BOG;940;509,8;2236319,3
JPN;BOG;1718,8;52240,41;215262878,3
JPN;BOG;7,2;99,52;436560,4
JPN;BOG;329,4;6982,6;30630292,1
JPN;BOG;16,8;253,4;1111579,6
JPN;BOG;1200;480;2105596,8
JPN;BOG;110;5,5;24126,6
JPN;BOG;4,4;204;894878,6
JPN;BOG;1;23,61;99198,1
JPN;BOG;1;100;424971,0
JPN;BOG;62850;12393;54026044,2
JPN;BOG;67100;13115,6;57176146,6
JPN;BOG;515270;92009,09;390700509,3
JPN;BOG;787693;131641,69;556541591,5
JPN;BOG;32720;16216;68603571,8
JPN;BOG;8135;6285,12;26315860,3
JPN;BOG;4600;189;782730,3
JPN;BOG;4211;231,61;959196,6
JPN;BOG;14000;3080;13096437,2
JPN;BOG;166600;29681,72;125651591,9
JPN;BOG;109800;18823,53;79825768,2
JPN;BOG;300;73,1;310601,9
JPN;BOG;24470;39071,2;171392070,2
JPN;BOG;2545;6334,3;27786420,4
JPN;BOG;55;3763,75;15953971,7
JPN;BOG;60;1437;6091227,5
JPN;BOG;61;5127;21732584,0
JPN;BOG;118,11;12500;52776125,0
JPN;BOG;32,85;160103,43;675971090,8
JPN;BOG;19372;11612,62;48968509,5
JPN;BOG;8;45260;191540026,6
JPN;BOG;15;67,5;284343,8
JPN;BOG;4200;714;3014572,3
JPN;BOG;8150;1382;5834928,4
JPN;BOG;6950;1112;4694964,1
JPN;BOG;7000;1120;4728740,8
JPN;BOG;163410;25326,18;107063640,1
JPN;BOG;79450;13903,75;58935910,7
JPN;BOG;47950;8391,25;35569250,1
JPN;BOG;190500;30631,5;124389314,1
JPN;BOG;180150;28896,45;117343571,0
JPN;BOG;226160;36867,5;156338162,0
JPN;BOG;360740;54124,08;229300475,5
JPN;BOG;140;2284,8;9278184,4
JPN;BOG;200;20;84250,0
JPN;BOG;150;15;63187,5
JPN;BOG;30850;5028,55;20420086,7
JPN;BOG;146875;22673,4;92104500,3
JPN;BOG;360;540,72;2195772,0
JPN;BOG;2156;3298,68;13927323,8
JPN;BOG;1386;3853,08;16268050,5
JPN;BOG;240648;47142,07;199732342,2
JPN;BOG;479637;94947,74;402070601,6
JPN;BOG;412;1272,16;5371174,0
JPN;BOG;11800;1770;7473099,3
JPN;BOG;12;156;658646,0
JPN;BOG;11340;2003,1;8455866,3
JPN;BOG;234505;38162,8;157867733,5
JPN;BOG;5600;2170;9199868,3
JPN;BOG;1256;14400;60660000,0
JPN;BOG;6;29,14;121445,6
JPN;BOG;1;4,86;19701,3
JPN;BOG;57150;9140,85;37770960,4
JPN;BOG;55080;8007,89;33286758,3
JPN;BOG;34;84,32;355947,6
JPN;BOG;594670;111678;473980432,4
